TRN DATE,TRN/TYPE AND DESCRIPTION,C/V/DATE,DEBIT,CREDIT,BALANCE
14/07/2025,"1406-901-12901 M/S ORIN TRADER, GOALABAZAR BRANCH (CD-12901) OL 1",14/07/2025,,"200,000.00","2,010,793.00"
14/07/2025,"443-102-746 M/S MOHESHKHALI, MOHESHKHALI BRANCH (SND 746) OL 1",14/07/2025,,"31,500.00","2,042,293.00"
14/07/2025,"1900-901-41171 M/S HOWLADER EN, GOPALGONJ BRANCH (FROM CD-41171) OL 1",14/07/2025,,"100,000.00","2,142,293.00"
14/07/2025,"1475-909-0, HATIYA BRANCH (SAMIM) OL 1",14/07/2025,,"50,000.00","2,192,293.00"
14/07/2025,"1934-901-24832 M/S SHOMPA ENTE, TARASH BRANCH OL 1",14/07/2025,,"39,600.00","2,231,893.00"
14/07/2025,"3972-901-5360 M/S ASHA POULTR, DHAKA DAKSHIN BRANCH OL 1",14/07/2025,,"30,000.00","2,261,893.00"
14/07/2025,"CRM Cash Deposit from PUBALI BANK PLC, BANGLA BAZAR SUB BR, RRN- 519508735438, UTRN-119735438,",14/07/2025,,"6,000.00","2,267,893.00"
14/07/2025,"1181-901-15460 FULECHA POULTR, NABIGONJ BRANCH OL 1",14/07/2025,,"19,200.00","2,287,093.00"
14/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*-***-***611, MD. ABUL HUSSAIN. Trx.ID 2025071414-2-200190 OL 1",14/07/2025,,"54,000.00","2,341,093.00"
14/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH (CD-7810) OL 1",14/07/2025,,"19,600.00","2,360,693.00"
14/07/2025,"2462-909-0, ZILLA PARISHAD BRANCH OL 1",14/07/2025,,"50,400.00","2,411,093.00"
14/07/2025,"4014-909-0, NALCITY BRANCH OL 1",14/07/2025,,"9,600.00","2,420,693.00"
14/07/2025,"313-909-0, MYMENSINGH MAIN BRANCH OL 1",14/07/2025,,"5,000.00","2,425,693.00"
14/07/2025,"PIAPP, OWN BANK MDANU. A/C: 352*-***- ***197, M/S HALIMA POULTRY PRODUCT. Trx.ID 2025071414-2-215114 OL 1",14/07/2025,,"20,000.00","2,445,693.00"
14/07/2025,"2653-901-24910 M/S. SALIM POUL, MOULVIBAZAR BRANCH OL 1",14/07/2025,,"61,000.00","2,506,693.00"
14/07/2025,"PIAPP, OWN BANK FEED. A/C: 253*-***-***111, ABDUL BATEN. Trx.ID 2025071414-2-221118 OL 1",14/07/2025,,"50,000.00","2,556,693.00"
14/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 349*-***- ***924, OZIBA POULTRY CHIKS & FEED. Trx.ID 2025071414-2-221638 OL 1",14/07/2025,,"45,000.00","2,601,693.00"
14/07/2025,"PIAPP, OWN BANK SALAM. A/C: 307*-***-***204, SALAM POULTRY & FEED. Trx.ID 2025071414- 2-227772 OL 1",14/07/2025,,"22,800.00","2,624,493.00"
14/07/2025,"3502-909-0, GUNINGONJ BRANCH (BABLU) OL 1",14/07/2025,,"15,000.00","2,639,493.00"
14/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 205077********4853 0,14/07/2025,,"20,000.00","2,659,493.00"
14/07/2025,"1900-909-0, GOPALGONJ BRANCH OL 1",14/07/2025,,"75,000.00","2,734,493.00"
14/07/2025,"1892-901-32577 SOHEL POULTRY F, AKUR TAKUR BRANCH OL 1",14/07/2025,,"20,000.00","2,754,493.00"
14/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 118*---***-476, SHIHAB POULTRY FARM. Trx.ID 2025071414-2-232604 OL 1",14/07/2025,,"30,000.00","2,784,493.00"
14/07/2025,"4449-901-9564 SHARIF DAIRY AN, MULADI BRANCH OL 1",14/07/2025,,"30,000.00","2,814,493.00"
14/07/2025,"PIAPP, OWN BANK JAKARIA. A/C: 406*---***-608, J.K. TRADING. Trx.ID 2025071414-2-23883 OL 1",14/07/2025,,"10,000.00","2,824,493.00"
14/07/2025,"PIAPP, OWN BANK JAHIDUR RAHMAN RINKU. A/C: 221*---***747, M/S D, M. TRADERS. Trx.ID 2025071414-2-240687 OL 1",14/07/2025,,"171,000.00","2,995,493.00"
14/07/2025,4205-901-4124 20250714-531866-1 B 2,14/07/2025,,"70,000.00","3,065,493.00"
14/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*---***889, GRAM BANGLA POULTRY FEED &FISH FEED. Trx.ID 2025071414-2-244399 OL 1",14/07/2025,,"11,200.00","3,076,693.00"
14/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*---***889, GRAM BANGLA POULTRY FEED &FISH FEED. Trx.ID 2025071414-2-245555 OL 1",14/07/2025,,800.00,"3,077,493.00"
14/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",14/07/2025,,"14,000.00","3,091,493.00"
14/07/2025,"PIAPP, OWN BANK ISLAMIC PULTY FEED. A/C: 465*---***776, ISLAMIC POULTRY FEED. Trx.ID 2025071414-2-253125 OL 1",14/07/2025,,"10,000.00","3,101,493.00"
14/07/2025,"PIAPP, OWN BANK MA BABAR DOA POULTRY JAMAL PUR NANDI. A/C: 407*---***421, MA BABAR DOWA POULTRY & FISH FEED. Trx.ID",14/07/2025,,"100,000.00","3,201,493.00"
14/07/2025,"PIAPP, OWN BANK BHAI BHAI. A/C: 245*---***740, NEW BHAI BHAI ENTERPRISE. Trx.ID 2025071414-2-253960 OL 1",14/07/2025,,"72,500.00","3,273,993.00"
14/07/2025,"PIAPP, OWN BANK CHICK. A/C: 037*---***509, M/S AKON TRADERS. Trx.ID 2025071414-2-268744 OL 1",14/07/2025,,"30,000.00","3,303,993.00"
14/07/2025,"PIAPP, OWN BANK TWENTY SIX THOUSAND, A/C: 372*---***000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025071414-2-274305 OL 1",14/07/2025,,"26,000.00","3,329,993.00"
14/07/2025,CR SND 1159 T 9,14/07/2025,"3,324,000.00",,"5,993.00"
14/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*---***298, REKHA VETERINARY CORNER. Trx.ID 2025071414-2-301612 OL 1",14/07/2025,,"80,000.00","85,993.00"
14/07/2025,"PIAPP, OWN BANK CHICKS 5500 PC. A/C: 348*---***329, RUPOSHI AGRO FARM. Trx.ID 2025071414-2-330369 OL 1",14/07/2025,,"34,000.00","119,993.00"
14/07/2025,"PIAPP, OWN BANK CKESS. A/C: 018*---***291, BROTHERS ENTERPRISE. Trx.ID 2025071414-2-347485 OL 1",14/07/2025,,"50,000.00","169,993.00"
14/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 101*---***898, MOHAMMAD FARUK UDDIN. Trx.ID 2025071414-2-427343 OL 1",14/07/2025,,"16,000.00","185,993.00"
14/07/2025,"PIAPP, OWN BANK PURCHASE. A/C: 291*---***381, ARHAM POULTRY FEED & MEDICINE. Trx.ID 2025071414-2-457024 OL 1",14/07/2025,,"6,720.00","192,713.00"
14/07/2025,"PIAPP, OWN BANK HIZLA. A/C: 110*---***015, M/S MAMUN TRADERS. Trx.ID 2025071414-2-477251 OL 1",14/07/2025,,"26,000.00","218,713.00"
14/07/2025,"PIAPP, OWN BANK SATATA TDS. A/C: 151*---***531, MD. SHARIFUL ISLAM. Trx.ID 2025071414-2-501678 OL 1",14/07/2025,,"6,000.00","224,713.00"
14/07/2025,"PIAPP, OWN BANK CASH. A/C: 463*-***-***298, REKHA VETERINARY CORNER. Trx.ID 2025071414-2-503701 OL 1",14/07/2025,,"30,000.00","254,713.00"
14/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*-***-***576, MASRURA POULTRY FEED. Trx.ID 2025071414-2-506872 OL 1",14/07/2025,,"42,800.00","297,513.00"
14/07/2025,"PIAPP, OWN BANK AL MODINA HARTA. A/C: 245*-***-***192, AL MODINA FISH AND POULTRY FARM. Trx.ID 2025071414-2-524916",14/07/2025,,"40,000.00","337,513.00"
15/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*-***-***683, M/S. ENAM TRADERS. Trx.ID 2025071515-2-80255 OL 1",15/07/2025,,"20,000.00","357,513.00"
15/07/2025,"5582-909-0, MALIGRAM SUB BRANCH OL 1",15/07/2025,,"12,000.00","369,513.00"
15/07/2025,"PIAPP, OWN BANK KAZI. A/C: 194*-***-***238, M/S. BACCHU MIA SALES CENTRE. Trx.ID 2025071515-2-112426 OL 1",15/07/2025,,"51,000.00","420,513.00"
15/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 316*-***-***126, MONOWARA CHICKS & FEED CENTER. Trx.ID 2025071515-2-124269 OL 1",15/07/2025,,"25,000.00","445,513.00"
15/07/2025,"RTGS INWARD FROM M/S SARDER POULTRY FEED, Agrani Bank Ltd. - Batajore Branch, RTGS Sender: 0200003694093, M/S SARDER",15/07/2025,,"200,000.00","645,513.00"
15/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 118*-***-***776, ANIK POULTRY FEED & CHICKS. Trx.ID 2025071515-2-195295 OL 1",15/07/2025,,"34,800.00","680,313.00"
15/07/2025,"1300-909-0, BATIAGHATA BRANCH OL 1",15/07/2025,,"23,900.00","704,213.00"
15/07/2025,"1300-909-0, BATIAGHATA BRANCH OL 1",15/07/2025,,"10,400.00","714,613.00"
15/07/2025,"4993-909-0, BSCIC BRANCH OL 1",15/07/2025,,"22,000.00","736,613.00"
15/07/2025,"5513-901-2183 MANSURA ENTERPR, SACHNA BAZAR SU BRANCH OL 1",15/07/2025,,"50,200.00","786,813.00"
15/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*-***-***889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025071515-2-244750 OL 1",15/07/2025,,"52,000.00","838,813.00"
15/07/2025,"4014-909-0, NALCITY BRANCH OL 1",15/07/2025,,"19,200.00","858,013.00"
15/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*-***-***720, ANISHA POULTRY PRODUCT. Trx.ID 2025071515-2-250629 OL 1",15/07/2025,,"22,000.00","880,013.00"
15/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",15/07/2025,,"30,000.00","910,013.00"
15/07/2025,"4951-909-0, FULBARIA BRANCH OL 1",15/07/2025,,"8,050.00","918,063.00"
15/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 049*-***-***957, AL KARIM POULTRY PRODUCTS. Trx.ID 2025071515-2-267565 OL 1",15/07/2025,,"12,000.00","930,063.00"
15/07/2025,"114-902-2156 M/S SHARKAR POU, SIRAJGONJ BRANCH (CONFORMATION OF A/C HOLDER WITH PRESENT) OL 1",14/07/2025,,"50,000.00","980,063.00"
15/07/2025,"2316-901-7550 SHAHIN POULTRY, PAGLA BAZAR BRANCH OL 1",15/07/2025,,"150,000.00","1,130,063.00"
15/07/2025,"2653-901-24910 M/S. SALIM POUL, MOULVIBAZAR BRANCH OL 1",15/07/2025,,"50,000.00","1,180,063.00"
15/07/2025,"1621-901-37211 TAJIM ENTERPRIS, NETROKONA BRANCH OL 1",15/07/2025,,"29,000.00","1,209,063.00"
15/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH OL 1",15/07/2025,,"23,200.00","1,232,263.00"
15/07/2025,"4266-901-4580 SHAIKH ENTERPRISE, PHULTALI BRANCH OL 1",15/07/2025,,"50,000.00","1,282,263.00"
15/07/2025,"3364-901-33351 M/S KHAN POULTRI, TRISHAL BRANCH OL 1",15/07/2025,,"200,000.00","1,482,263.00"
15/07/2025,"756-901-42585 M/S SIRAJ TRADE, RANGAMATI BRANCH OL 1",15/07/2025,,"150,000.00","1,632,263.00"
15/07/2025,"3364-901-33351 M/S KHAN POULTRI, TRISHAL BRANCH OL 1",15/07/2025,,"15,050.00","1,647,313.00"
15/07/2025,"1751-901-13403 HAZI ABDUL MALI, KALIGONJ, SYLHE BRANCH OL 1",15/07/2025,,"22,000.00","1,669,313.00"
15/07/2025,"PIAPP, OWN BANK A. A/C: 528*---***393, M/S SAGOR POULTRY FEED. Trx.ID 2025071515-2-299007 OL 1",15/07/2025,,"35,000.00","1,704,313.00"
15/07/2025,"PIAPP, OWN BANK BAHAR. A/C: 196*---***390, M/S ADORSHA POULTRY FEED & CHICKS. Trx.ID 2025071515-2-303398 OL 1",15/07/2025,,"40,000.00","1,744,313.00"
15/07/2025,"313-909-0, MYMENSINGH MAIN BRANCH OL 1",15/07/2025,,"6,000.00","1,750,313.00"
15/07/2025,"3590-901-11533 SHUVECCHA POULT, KADAMTALI BRANCH OL 1",15/07/2025,,"24,000.00","1,774,313.00"
15/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 169*---***716, M/S ALAK TRADERS. Trx.ID 2025071515-2-305871 OL 1",15/07/2025,,"19,500.00","1,793,813.00"
15/07/2025,"114-909-0, SIRAJGONJ BRANCH (RUBEL) OL 1",15/07/2025,,"9,400.00","1,803,213.00"
15/07/2025,"3502-909-0, GUNINGONJ BRANCH OL 1",15/07/2025,,"30,000.00","1,833,213.00"
15/07/2025,"2247-901-3709 JILANI POULTRY F, NANUPUR BRANCH OL 1",15/07/2025,,"6,805.00","1,840,018.00"
15/07/2025,"PIAPP, OWN BANK NUR PTY CHICKS TK CHIT209. A/C: 197*---***031, M/S NUR POULTRY FEED & CHICKS CENTER. Trx.ID",15/07/2025,,"33,800.00","1,873,818.00"
15/07/2025,"PIAPP, OWN BANK EIGHT THOUSAND. A/C: 372*---***000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025071515-2-316926 OL 1",15/07/2025,,"8,000.00","1,881,818.00"
15/07/2025,"PIAPP, OWN BANK MAA ENTERPRISE. A/C: 223*---***044, MAA ENTERPRISE. Trx.ID 2025071515-2-317097 OL 1",15/07/2025,,"29,000.00","1,910,818.00"
15/07/2025,"4362-901-14288 M/S TALUKDER P, GALACHIPA BRANCH OL 1",15/07/2025,,"65,000.00","1,975,818.00"
15/07/2025,"PIAPP, OWN BANK ARIYAN POULTRY. A/C: 360*---***811, M/S ARIYAN AND ARABI POULTRY & FEED. Trx.ID 2025071515-2-318775",15/07/2025,,"27,000.00","2,002,818.00"
15/07/2025,"3590-901-5811 SYLHET POULTRY, KADAMTALI BRANCH OL 1",15/07/2025,,"40,000.00","2,042,818.00"
15/07/2025,"2239-901-17044 MAA ENTERPRISE, TEBUNIA BRANCH OL 1",15/07/2025,,"75,000.00","2,117,818.00"
15/07/2025,"PIAPP, OWN BANK CHICK. A/C: 406*---***683, BISMILLAH POULTRY FIRM. Trx.ID 2025071515-2-363238 OL 1",15/07/2025,,"150,000.00","2,267,818.00"
15/07/2025,"PIAPP, OWN BANK 144. A/C: 372*---***491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025071515-2-368777 OL 1",15/07/2025,,"10,000.00","2,277,818.00"
15/07/2025,"PIAPP, OWN BANK MDANU. A/C: 352*---***197, M/S HALIMA POULTRY PRODUCT. Trx.ID 2025071515-2-371635 OL 1",15/07/2025,,"20,000.00","2,297,818.00"
15/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*---***683, M/S. ENAM TRADERS. Trx.ID 2025071515-2-381505 OL 1",15/07/2025,,"30,000.00","2,327,818.00"
15/07/2025,CR SND 1159 T 11,15/07/2025,"2,322,000.00",,"5,818.00"
15/07/2025,"PIAPP, OWN BANK AIDEL. A/C: 265*.*.*.*866, BISHMILLAH POULTRY CHICKS & FEED. Trx.ID 2025071515-2-484415 OL 1",15/07/2025,,"40,000.00","45,818.00"
15/07/2025,"PIAPP, OWN BANK SAYFUL. A/C: 140*.*.* 594, RAKIB POULTRY PRODUCTS. Trx.ID 2025071515-2-493498 OL 1",15/07/2025,,"80,000.00","125,818.00"
15/07/2025,"PIAPP, OWN BANK CHECK. A/C: 194*.*.*.*284, S M POULTRY FARM. Trx.ID 2025071515-2-516366 OL 1",15/07/2025,,"50,000.00","175,818.00"
15/07/2025,"PIAPP, OWN BANK MASTER POULTRY FIRMS. A/C: 030*.*.*.*046, M/S MASTER POULTRY FIRMS. Trx.ID 2025071515-2-551877 OL 1",15/07/2025,,"100,000.00","275,818.00"
15/07/2025,"PIAPP, OWN BANK BUSNIESS. A/C: 107*.*.* 330, M/S SEBA POULTRY FEED & MEDICINE ZONE. Trx.ID 2025071515-2-560399 OL 1",15/07/2025,,"150,000.00","425,818.00"
15/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*.*.* 576, MASRURA POULTRY FEED. Trx.ID 2025071515-2-602643 OL 1",15/07/2025,,"44,800.00","470,618.00"
15/07/2025,"PIAPP, OWN BANK LM3400 12 TSF 200 30. A/C: 380*.*.*.*137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025071515-2-620613 OL 1",15/07/2025,,"46,800.00","517,418.00"
16/07/2025,"374-909-0, BARISAL BRANCH OL 1",16/07/2025,,"6,050.00","523,468.00"
16/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 201*.*.*.*256, M/S TAHSIN POULTRY FEED AND MEDICINE. Trx.ID 2025071616-2-88916 OL",16/07/2025,,"48,000.00","571,468.00"
16/07/2025,"4680-909-0, KALAROA BRANCH OL 1",16/07/2025,,"9,720.00","581,188.00"
16/07/2025,"2133-909-0, MADABPASHA BRANCH (DELWAR) OL 1",16/07/2025,,"7,200.00","588,388.00"
16/07/2025,"3669-909-0, NOAPARA BAZAR BRANCH (IQBAL) OL 1",16/07/2025,,"3,640.00","592,028.00"
16/07/2025,"PIAPP, OWN BANK DOC KHAG 009. A/C: 194*.*.*562, SHARIF POULTRY FEED CENTER. Trx.ID 2025071616-2-192531 OL 1",16/07/2025,,"200,000.00","792,028.00"
16/07/2025,"4014-909-0, NALCITY BRANCH OL 1",16/07/2025,,"18,500.00","810,528.00"
16/07/2025,"3590-901-11533 SHUVECCHA POULT, KADAMTALI BRANCH OL 1",16/07/2025,,"13,800.00","824,328.00"
16/07/2025,"2133-909-0, MADABPASHA BRANCH OL 1",16/07/2025,,"50,000.00","874,328.00"
16/07/2025,"PIAPP, OWN BANK JAHIDUR RAHMAN RINKU. A/C: 221*.*.*747, M/S D. M. TRADERS. Trx.ID 2025071616-2-205564 OL 1",16/07/2025,,"50,000.00","924,328.00"
16/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 041*.*.* 978, PRINCE AGRO. Trx.ID 2025071616-2-214088 OL 1",16/07/2025,,"27,300.00","951,628.00"
16/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 041*.*.* 978, PRINCE AGRO. Trx.ID 2025071616-2-215001 OL 1",16/07/2025,,"13,000.00","964,628.00"
16/07/2025,"1873-909-0, BARGUNA BRANCH OL 1",16/07/2025,,"11,400.00","976,028.00"
16/07/2025,"1008-901-10378 RAHI POULTRY FE, TAJPUR BRANCH (OL) OL 1",16/07/2025,,"28,200.00","1,004,228.00"
16/07/2025,"PIAPP, OWN BANK N S POULTRY. A/C: 407*.*.*186, M/S. N.S POULTRY & FISH FEED. Trx.ID 2025071616-2-234227 OL 1",16/07/2025,,"6,000.00","1,010,228.00"
16/07/2025,"1900-909-0, GOPALGONJ BRANCH OL 1",16/07/2025,,"42,000.00","1,052,228.00"
16/07/2025,"3112-901-33874 M/S TUHIN POULT, FULBARI BRANCH (FUND TRANSFER) OL 1",16/07/2025,,"50,000.00","1,102,228.00"
16/07/2025,"PIAPP, OWN BANK TRANSFER, A/C: 132*-***-**310, M/S FARUQUE TRADERS. Trx.ID 2025071616-2-242411 OL 1",16/07/2025,,"50,000.00","1,152,228.00"
16/07/2025,"2340-901-9721 MAKKA MADINA AG, MADUNAGHAT BRANCH (DR. FROM CD-9721) OL 1",16/07/2025,,"200,000.00","1,352,228.00"
16/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 019*-***-**880, M/S BUSHRA TRADERS. Trx.ID 2025071616-2-243126 OL 1",16/07/2025,,"60,000.00","1,412,228.00"
16/07/2025,"PIAPP, OWN BANK AFRIN TRADERS. A/C: 019*-**-**939, M/S RAKIB LEYAR AGRO FARM. Trx.ID 2025071616-2-246718 OL 1",16/07/2025,,"10,000.00","1,422,228.00"
16/07/2025,"4672-909-0, NEKMOROD BRANCH (YOUSUR) OL 1",16/07/2025,,"65,000.00","1,487,228.00"
16/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",16/07/2025,,"19,200.00","1,506,428.00"
16/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",16/07/2025,,"18,000.00","1,524,428.00"
16/07/2025,"2653-901-24910 M/S. SALIM POUL, MOULVIBAZAR BRANCH OL 1",16/07/2025,,"75,000.00","1,599,428.00"
16/07/2025,"4266-901-9717 M/S FAISAL POUL, PHULTALA BRANCH OL 1",16/07/2025,,"15,600.00","1,615,028.00"
16/07/2025,"4518-901-15577 M/S BISWAS POUL, CHUKNAGAR(RURAL BRANCH OL 1",16/07/2025,,"80,000.00","1,695,028.00"
16/07/2025,"PIAPP, OWN BANK FDDF. A/C: 487*-***-***036, MAISHA POULTRY FEED. Trx.ID 2025071616-2-269215 OL 1",16/07/2025,,"20,000.00","1,715,028.00"
16/07/2025,"1979-901-14929 M/S RAJU POULTR, NAZIRHAT BRANCH OL 1",16/07/2025,,"14,000.00","1,729,028.00"
16/07/2025,"1170-901-20713 SOTOTA BROILER, DAULATPUR BRANCH OL 1",16/07/2025,,"22,800.00","1,751,828.00"
16/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",16/07/2025,,"10,000.00","1,761,828.00"
16/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",16/07/2025,,"15,000.00","1,776,828.00"
16/07/2025,"PIAPP, OWN BANK EIGHTY ONE THOUSAND ONLY. A/C: 521*-***-***197, AL AMIN POULTRY & CHIKS FEED. Trx.ID 2025071616-2-281358 OL",16/07/2025,,"81,000.00","1,857,828.00"
16/07/2025,"3330-901-23657 SHAFIQ POULTRY, BAKULTALA BRANCH OL 1",16/07/2025,,"20,000.00","1,877,828.00"
16/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH (CD-7810) OL 1",16/07/2025,,"99,400.00","1,977,228.00"
16/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 081*-***-**897, MOHAMMADUL HOQUE. Trx.ID 2025071616-2-292007 OL 1",16/07/2025,,"54,000.00","2,031,228.00"
16/07/2025,"4197-901-1785 M/S KALLANY AGR, SITAKUNDA SME BRANCH OL 1",16/07/2025,,"16,350.00","2,047,578.00"
16/07/2025,"1621-901-37211 TAJIM ENTERPRIS, NETROKONA BRANCH OL 1",16/07/2025,,"80,000.00","2,127,578.00"
16/07/2025,"5696-909-0, BIRAMPUR BRANCH (MEHEDI HASAN) OL 1",16/07/2025,,"30,000.00","2,157,578.00"
16/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 149*-***-**010, M/S NURUL TRADERS. Trx.ID 2025071616-2-297749 OL 1",16/07/2025,,"10,000.00","2,167,578.00"
16/07/2025,"5964-909-0, RAMU SUB BRANCH (RAHIM) OL 1",16/07/2025,,"21,000.00","2,188,578.00"
16/07/2025,"1215-901-36917 M/S MAYMUNA TRA, BHOLA BRANCH OL 1",16/07/2025,,"18,240.00","2,206,818.00"
16/07/2025,"4412-102-1136 AKRAM POULTRY A, BAROIYAR HAT BRANCH OL 1",16/07/2025,,"6,000.00","2,212,818.00"
16/07/2025,"1138-901-23943 M/S MA-MONI POU, KALAIYA BANDAR BRANCH OL 1",16/07/2025,,"40,000.00","2,252,818.00"
16/07/2025,"4412-901-15706 EMON POULTRY, BAROIYAR HAT BRANCH OL 1",16/07/2025,,"280,000.00","2,532,818.00"
16/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 118*---***476, SHIHAB POULTRY FARM. Trx.ID 2025071616-2-310476 OL 1",16/07/2025,,"15,000.00","2,547,818.00"
16/07/2025,"581-901-35596 ALIM POULTRY FE, BHERAMARA BRANCH OL 1",16/07/2025,,"30,000.00","2,577,818.00"
16/07/2025,"PIAPP, OWN BANK BISNES. A/C: 202*---***245, MS PAMEL TRADERS. Trx.ID 2025071616-2-317357 OL 1",16/07/2025,,"50,500.00","2,628,318.00"
16/07/2025,"PIAPP, OWN BANK FEED PAYMENT. A/C: 201*---***256, M/S TAHSIN POULTRY FEED AND MEDICINE. Trx.ID 2025071616-2-328949 OL 1",16/07/2025,,"19,600.00","2,647,918.00"
16/07/2025,"PIAPP, OWN BANK MODENA POLTE. A/C: 370*---***576, MODINA POULTRY FEEDS. Trx.ID 2025071616-2-332688 OL 1",16/07/2025,,"100,000.00","2,747,918.00"
16/07/2025,"2022-901-14440 M/S NISHAD TRAD, PARK ROAD BRANCH OL 1",16/07/2025,,"200,000.00","2,947,918.00"
16/07/2025,"PIAPP, OWN BANK ANOWAR POULTRY CHHAGALNIYA. A/C: 230*---***220, ANWAR POULTRY AND FEEDS COMPLEX. Trx.ID",16/07/2025,,"100,000.00","3,047,918.00"
16/07/2025,CR SND 1159 T 11,16/07/2025,"3,042,000.00",,"5,918.00"
16/07/2025,"PIAPP, OWN BANK AIDEL. A/C: 265*---***866, BISHMILLAH POULTRY CHICKS & FEED. Trx.ID 2025071616-2-385342 OL 1",16/07/2025,,"104,000.00","109,918.00"
16/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*---***720, ANISHA POULTRY PRODUCT. Trx.ID 2025071616-2-414553 OL 1",16/07/2025,,"18,000.00","127,918.00"
16/07/2025,"PIAPP, OWN BANK ALOM42944, A/C: 372*---***576, MASRURA POULTRY FEED. Trx.ID 2025071616-2-448559 OL 1",16/07/2025,,"51,170.00","179,088.00"
16/07/2025,"PIAPP, OWN BANK BHAI BHAI. A/C: 245*---***740, NEW BHAI BHAI ENTERPRISE. Trx.ID 2025071616-2-457709 OL 1",16/07/2025,,"85,000.00","264,088.00"
16/07/2025,"PIAPP, OWN BANK 1700. A/C: 408*---***227, SABBIR POULTRY. Trx.ID 2025071616-2-467415 OL 1",16/07/2025,,"1,700.00","265,788.00"
16/07/2025,"PIAPP, OWN BANK MOU 33. A/C: 447*---***201, BROTHERS POULTRY. Trx.ID 2025071616-2-522147 OL 1",16/07/2025,,"1,700.00","267,488.00"
16/07/2025,"PIAPP, OWN BANK AL MODINA HARTA. A/C: 245*---***192, AL MODINA FISH AND POULTRY FARM. Trx.ID 2025071616-2-567583",16/07/2025,,"113,000.00","380,488.00"
17/07/2025,"PIAPP, OWN BANK KHUL022. A/C: 587*---***232, M/S S A INTERNATIONAL. Trx.ID 2025071717-2-7010 OL 1",17/07/2025,,"40,000.00","420,488.00"
17/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20503760100064518 0,17/07/2025,,"22,000.00","442,488.00"
17/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20503760100064518 0,17/07/2025,,"18,000.00","460,488.00"
17/07/2025,"PIAPP, OWN BANK AL HERA AGRO FARM. A/C: 274*---***407, AL-HERA AGRO FARM. Trx.ID 2025071717-2-120388 OL 1",17/07/2025,,"50,000.00","510,488.00"
17/07/2025,"EFT - BANGLADESH KRISHI BA, I, COMP. - NOTAPPLICABLE TRXID.: 20250717-8-121047 EFTN 1",17/07/2025,,"48,000.00","558,488.00"
17/07/2025,"EFT - BANGLADESH KRISHI BA, MODERN POU, COMP. - NOTAPPLICABLE TRXID.: 20250717-8-138952 EFTN 1",17/07/2025,,"42,000.00","600,488.00"
17/07/2025,"4014-909-0, NALCITY BRANCH OL 1",17/07/2025,,"46,100.00","646,588.00"
